Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month Number,Month Name,Year
Small Business,Mexico,Paseo,None,$932.00,$7.00,$55.12,"$51,371.84",$0.00,"$51,371.84","$44,823.40","$6,548.44",02/10/2018,2,February,2018
Government,France,Montana,None,$708.00,$7.00,$66.16,"$46,841.28",$0.00,"$46,841.28","$28,201.91","$18,639.37",05/13/2018,5,May,2018
Enterprise,Canada,Montana,None,$381.00,$5.00,$28.75,"$10,953.75",$0.00,"$10,953.75","$7,012.36","$3,941.39",11/24/2018,11,November,2018
Midmarket,Canada,Paseo,None,$905.00,$3.00,$81.45,"$73,712.25",$0.00,"$73,712.25","$46,875.97","$26,836.28",10/24/2016,10,October,2016
Small Business,Canada,Carretera,None,$502.00,$5.00,$95.33,"$47,855.66",$0.00,"$47,855.66","$41,967.58","$5,888.08",07/03/2015,7,July,2015
Government,Germany,Paseo,None,$201.00,$7.00,$90.20,"$18,130.20",$0.00,"$18,130.20","$14,482.84","$3,647.36",05/27/2014,5,May,2014
Government,France,Paseo,None,$396.00,$7.00,$38.93,"$15,416.28",$0.00,"$15,416.28","$13,651.68","$1,764.60",01/26/2016,1,January,2016
Enterprise,Germany,Montana,None,$865.00,$3.00,$46.54,"$40,257.10",$0.00,"$40,257.10","$31,192.97","$9,064.13",07/09/2016,7,July,2016
Small Business,Mexico,Montana,None,$463.00,$7.00,$82.76,"$38,317.88",$0.00,"$38,317.88","$28,298.52","$10,019.36",06/24/2017,6,June,2017
Enterprise,Germany,Montana,None,$576.00,$7.00,$63.56,"$36,610.56",$0.00,"$36,610.56","$30,668.77","$5,941.79",07/28/2014,7,July,2014
Enterprise,Mexico,Paseo,None,$480.00,$3.00,$59.31,"$28,468.80",$0.00,"$28,468.80","$18,455.83","$10,012.97",02/02/2015,2,February,2015
Small Business,Mexico,Paseo,None,$428.00,$5.00,$93.40,"$39,975.20",$0.00,"$39,975.20","$28,558.34","$11,416.86",05/23/2015,5,May,2015
Small Business,Mexico,Carretera,None,$944.00,$3.00,$58.24,"$54,978.56",$0.00,"$54,978.56","$40,677.66","$14,300.90",08/08/2017,8,August,2017
Small Business,Germany,Paseo,None,$477.00,$7.00,$56.34,"$26,874.18",$0.00,"$26,874.18","$18,530.76","$8,343.42",12/28/2017,12,December,2017
Midmarket,France,Paseo,None,$915.00,$3.00,$13.78,"$12,608.70",$0.00,"$12,608.70","$8,969.65","$3,639.05",07/07/2016,7,July,2016
Small Business,Germany,Montana,None,$972.00,$5.00,$16.25,"$15,795.00",$0.00,"$15,795.00","$9,847.10","$5,947.90",06/09/2015,6,June,2015
Government,France,Montana,None,$133.00,$7.00,$10.67,"$1,419.11",$0.00,"$1,419.11",$935.75,$483.36,06/13/2015,6,June,2015
Enterprise,France,Montana,None,$241.00,$5.00,$92.19,"$22,217.79",$0.00,"$22,217.79","$15,566.87","$6,650.92",12/07/2015,12,December,2015
Midmarket,Mexico,Montana,None,$90.00,$5.00,$46.75,"$4,207.50",$0.00,"$4,207.50","$3,529.11",$678.39,01/28/2016,1,January,2016
Small Business,Germany,Montana,None,$913.00,$3.00,$52.17,"$47,631.21",$0.00,"$47,631.21","$31,186.50","$16,444.71",01/07/2015,1,January,2015
Midmarket,France,Carretera,None,$885.00,$5.00,$86.08,"$76,180.80",$0.00,"$76,180.80","$53,630.68","$22,550.12",07/01/2018,7,July,2018
Small Business,Canada,Carretera,None,$822.00,$3.00,$64.83,"$53,290.26",$0.00,"$53,290.26","$33,012.04","$20,278.22",03/02/2017,3,March,2017
Midmarket,France,Carretera,None,$358.00,$3.00,$64.86,"$23,219.88",$0.00,"$23,219.88","$17,812.70","$5,407.18",06/21/2017,6,June,2017
Enterprise,Canada,Montana,None,$427.00,$5.00,$36.69,"$15,666.63",$0.00,"$15,666.63","$12,272.85","$3,393.78",12/27/2017,12,December,2017
Enterprise,Germany,Montana,None,$185.00,$3.00,$85.05,"$15,734.25",$0.00,"$15,734.25","$13,526.03","$2,208.22",05/17/2017,5,May,2017
Government,Germany,Montana,None,$839.00,$3.00,$24.92,"$20,907.88",$0.00,"$20,907.88","$17,682.52","$3,225.36",03/28/2018,3,March,2018
Government,Germany,Carretera,None,$155.00,$5.00,$14.78,"$2,290.90",$0.00,"$2,290.90","$1,570.67",$720.23,06/10/2014,6,June,2014
Small Business,France,Montana,None,$568.00,$7.00,$27.24,"$15,472.32",$0.00,"$15,472.32","$9,919.09","$5,553.23",03/15/2015,3,March,2015
Enterprise,USA,Carretera,None,$967.00,$3.00,$34.10,"$32,974.70",$0.00,"$32,974.70","$21,328.86","$11,645.84",08/16/2017,8,August,2017
Midmarket,France,Montana,None,$863.00,$3.00,$35.41,"$30,558.83",$0.00,"$30,558.83","$27,218.42","$3,340.41",07/23/2015,7,July,2015
Midmarket,France,Paseo,None,$591.00,$5.00,$70.35,"$41,576.85",$0.00,"$41,576.85","$33,343.29","$8,233.56",09/21/2015,9,September,2015
Midmarket,Mexico,Carretera,None,$175.00,$3.00,$29.60,"$5,180.00",$0.00,"$5,180.00","$3,174.16","$2,005.84",05/13/2018,5,May,2018
Government,Mexico,Paseo,None,$406.00,$5.00,$70.90,"$28,785.40",$0.00,"$28,785.40","$18,452.41","$10,332.99",12/21/2015,12,December,2015
Midmarket,France,Carretera,None,$449.00,$7.00,$18.20,"$8,171.80",$0.00,"$8,171.80","$6,094.04","$2,077.76",01/08/2017,1,January,2017
Government,Canada,Montana,None,$128.00,$7.00,$23.25,"$2,976.00",$0.00,"$2,976.00","$1,971.15","$1,004.85",11/09/2015,11,November,2015
Government,Mexico,Montana,None,$438.00,$5.00,$55.79,"$24,436.02",$0.00,"$24,436.02","$20,553.08","$3,882.94",10/26/2018,10,October,2018
Small Business,France,Paseo,None,$628.00,$7.00,$92.97,"$58,385.16",$0.00,"$58,385.16","$45,071.31","$13,313.85",11/01/2017,11,November,2017
Midmarket,USA,Montana,None,$584.00,$5.00,$87.36,"$51,018.24",$0.00,"$51,018.24","$39,987.57","$11,030.67",08/26/2018,8,August,2018
Midmarket,Canada,Carretera,None,$750.00,$3.00,$97.19,"$72,892.50",$0.00,"$72,892.50","$53,856.45","$19,036.05",02/04/2016,2,February,2016
Enterprise,Germany,Montana,None,$123.00,$7.00,$68.54,"$8,430.42",$0.00,"$8,430.42","$5,705.87","$2,724.55",06/27/2014,6,June,2014
Small Business,France,Montana,None,$54.00,$3.00,$70.82,"$3,824.28",$0.00,"$3,824.28","$2,970.78",$853.50,01/18/2015,1,January,2015
Enterprise,France,Carretera,None,$968.00,$3.00,$66.25,"$64,130.00",$0.00,"$64,130.00","$52,271.79","$11,858.21",06/25/2015,6,June,2015
Small Business,Canada,Paseo,None,$512.00,$5.00,$66.05,"$33,817.60",$0.00,"$33,817.60","$24,053.93","$9,763.67",04/25/2015,4,April,2015
Midmarket,Mexico,Paseo,None,$131.00,$7.00,$23.24,"$3,044.44",$0.00,"$3,044.44","$2,287.85",$756.59,05/01/2016,5,May,2016
Government,Mexico,Montana,None,$586.00,$7.00,$58.94,"$34,538.84",$0.00,"$34,538.84","$29,423.82","$5,115.02",10/03/2014,10,October,2014
Government,Mexico,Carretera,None,$825.00,$3.00,$44.75,"$36,918.75",$0.00,"$36,918.75","$23,797.99","$13,120.76",07/10/2018,7,July,2018
Government,Germany,Paseo,None,$454.00,$3.00,$49.83,"$22,622.82",$0.00,"$22,622.82","$17,274.05","$5,348.77",06/24/2016,6,June,2016
Government,Canada,Paseo,None,$563.00,$5.00,$57.12,"$32,158.56",$0.00,"$32,158.56","$22,656.47","$9,502.09",01/02/2016,1,January,2016
Government,Canada,Montana,None,$327.00,$7.00,$21.56,"$7,050.12",$0.00,"$7,050.12","$5,716.51","$1,333.61",09/18/2017,9,September,2017
Enterprise,Mexico,Carretera,None,$889.00,$5.00,$42.35,"$37,649.15",$0.00,"$37,649.15","$22,801.95","$14,847.20",06/02/2016,6,June,2016
Small Business,Mexico,Paseo,None,$904.00,$5.00,$15.71,"$14,201.84",$0.00,"$14,201.84","$11,377.69","$2,824.15",06/13/2016,6,June,2016
Midmarket,USA,Montana,None,$273.00,$5.00,$98.17,"$26,800.41",$0.00,"$26,800.41","$16,907.56","$9,892.85",09/21/2015,9,September,2015
Enterprise,USA,Montana,None,$633.00,$7.00,$20.67,"$13,084.11",$0.00,"$13,084.11","$8,104.69","$4,979.42",12/09/2017,12,December,2017
Small Business,France,Montana,None,$117.00,$5.00,$33.27,"$3,892.59",$0.00,"$3,892.59","$3,181.75",$710.84,10/23/2018,10,October,2018
Government,France,Montana,None,$369.00,$7.00,$90.22,"$33,291.18",$0.00,"$33,291.18","$26,370.03","$6,921.15",05/23/2014,5,May,2014
Small Business,Canada,Paseo,None,$655.00,$5.00,$53.44,"$35,003.20",$0.00,"$35,003.20","$30,399.61","$4,603.59",11/02/2018,11,November,2018
Small Business,Canada,Carretera,None,$68.00,$3.00,$22.21,"$1,510.28",$0.00,"$1,510.28","$1,141.62",$368.66,06/02/2017,6,June,2017
Government,Germany,Montana,None,$689.00,$5.00,$44.58,"$30,715.62",$0.00,"$30,715.62","$23,313.38","$7,402.24",06/05/2015,6,June,2015
Government,Germany,Montana,None,$392.00,$5.00,$20.43,"$8,008.56",$0.00,"$8,008.56","$6,503.79","$1,504.77",07/28/2014,7,July,2014
Government,USA,Paseo,None,$643.00,$7.00,$28.02,"$18,016.86",$0.00,"$18,016.86","$12,558.10","$5,458.76",09/14/2018,9,September,2018
Midmarket,France,Montana,None,$815.00,$3.00,$14.68,"$11,964.20",$0.00,"$11,964.20","$7,311.01","$4,653.19",05/23/2014,5,May,2014
Government,USA,Montana,None,$998.00,$3.00,$49.44,"$49,341.12",$0.00,"$49,341.12","$33,009.89","$16,331.23",05/23/2014,5,May,2014
Midmarket,USA,Carretera,None,$782.00,$7.00,$82.60,"$64,593.20",$0.00,"$64,593.20","$43,368.13","$21,225.07",04/25/2014,4,April,2014
Government,France,Montana,None,$392.00,$7.00,$62.74,"$24,594.08",$0.00,"$24,594.08","$17,233.01","$7,361.07",10/03/2016,10,October,2016
Midmarket,Germany,Paseo,None,$146.00,$3.00,$64.57,"$9,427.22",$0.00,"$9,427.22","$8,324.60","$1,102.62",04/14/2017,4,April,2017
Small Business,France,Carretera,None,$101.00,$7.00,$28.05,"$2,833.05",$0.00,"$2,833.05","$2,383.88",$449.17,12/01/2017,12,December,2017
Enterprise,Mexico,Paseo,None,$224.00,$3.00,$40.95,"$9,172.80",$0.00,"$9,172.80","$8,079.28","$1,093.52",08/09/2015,8,August,2015
Small Business,Mexico,Carretera,None,$387.00,$5.00,$86.07,"$33,309.09",$0.00,"$33,309.09","$29,964.29","$3,344.80",02/16/2018,2,February,2018
Small Business,Mexico,Carretera,None,$743.00,$5.00,$17.91,"$13,307.13",$0.00,"$13,307.13","$9,715.98","$3,591.15",10/17/2015,10,October,2015
Government,Canada,Montana,None,$989.00,$3.00,$87.21,"$86,250.69",$0.00,"$86,250.69","$57,625.98","$28,624.71",08/08/2018,8,August,2018
Midmarket,Germany,Montana,None,$402.00,$3.00,$53.53,"$21,519.06",$0.00,"$21,519.06","$16,526.66","$4,992.40",02/15/2014,2,February,2014
Enterprise,Germany,Montana,None,$440.00,$5.00,$85.34,"$37,549.60",$0.00,"$37,549.60","$32,455.63","$5,093.97",01/21/2018,1,January,2018
Government,Canada,Paseo,None,$164.00,$5.00,$38.62,"$6,333.68",$0.00,"$6,333.68","$4,685.15","$1,648.53",10/08/2018,10,October,2018
Government,USA,Montana,None,$397.00,$3.00,$40.50,"$16,078.50",$0.00,"$16,078.50","$12,084.92","$3,993.58",09/07/2014,9,September,2014
Government,Mexico,Montana,None,$50.00,$7.00,$77.64,"$3,882.00",$0.00,"$3,882.00","$2,485.77","$1,396.23",11/09/2015,11,November,2015
Small Business,Mexico,Carretera,None,$112.00,$7.00,$80.65,"$9,032.80",$0.00,"$9,032.80","$6,559.05","$2,473.75",08/02/2018,8,August,2018
Midmarket,USA,Montana,None,$809.00,$3.00,$30.67,"$24,812.03",$0.00,"$24,812.03","$17,767.86","$7,044.17",06/25/2015,6,June,2015
Midmarket,France,Montana,None,$792.00,$7.00,$97.56,"$77,267.52",$0.00,"$77,267.52","$54,512.74","$22,754.78",04/10/2015,4,April,2015
Enterprise,France,Montana,None,$275.00,$5.00,$17.60,"$4,840.00",$0.00,"$4,840.00","$4,192.36",$647.64,02/05/2017,2,February,2017
Midmarket,Germany,Montana,None,$472.00,$5.00,$16.17,"$7,632.24",$0.00,"$7,632.24","$4,715.12","$2,917.12",08/16/2014,8,August,2014
Midmarket,Canada,Carretera,None,$68.00,$7.00,$63.60,"$4,324.80",$0.00,"$4,324.80","$3,856.18",$468.62,03/21/2014,3,March,2014
Government,Germany,Montana,None,$80.00,$3.00,$75.05,"$6,004.00",$0.00,"$6,004.00","$3,617.25","$2,386.75",10/01/2016,10,October,2016
Government,France,Carretera,None,$894.00,$5.00,$96.48,"$86,253.12",$0.00,"$86,253.12","$76,220.00","$10,033.12",04/06/2015,4,April,2015
Small Business,USA,Paseo,None,$682.00,$5.00,$46.45,"$31,678.90",$0.00,"$31,678.90","$24,215.80","$7,463.10",05/10/2016,5,May,2016
Government,Germany,Montana,None,$73.00,$5.00,$12.28,$896.44,$0.00,$896.44,$726.77,$169.67,04/10/2014,4,April,2014
Government,Mexico,Montana,None,$886.00,$7.00,$64.26,"$56,934.36",$0.00,"$56,934.36","$37,356.90","$19,577.46",11/26/2014,11,November,2014
Government,Mexico,Montana,None,$260.00,$3.00,$36.07,"$9,378.20",$0.00,"$9,378.20","$7,467.52","$1,910.68",08/26/2016,8,August,2016
Government,USA,Carretera,None,$210.00,$7.00,$48.97,"$10,283.70",$0.00,"$10,283.70","$8,891.16","$1,392.54",09/19/2014,9,September,2014
Small Business,France,Montana,None,$304.00,$3.00,$53.96,"$16,403.84",$0.00,"$16,403.84","$10,528.71","$5,875.13",01/13/2014,1,January,2014
Government,Mexico,Montana,None,$620.00,$3.00,$15.81,"$9,802.20",$0.00,"$9,802.20","$6,255.02","$3,547.18",02/26/2017,2,February,2017
Enterprise,Mexico,Paseo,None,$163.00,$7.00,$53.74,"$8,759.62",$0.00,"$8,759.62","$6,054.59","$2,705.03",12/19/2018,12,December,2018
Enterprise,Canada,Carretera,None,$553.00,$5.00,$48.37,"$26,748.61",$0.00,"$26,748.61","$17,346.95","$9,401.66",04/03/2017,4,April,2017
Enterprise,Germany,Carretera,None,$978.00,$3.00,$74.13,"$72,499.14",$0.00,"$72,499.14","$45,906.00","$26,593.14",01/13/2018,1,January,2018
Enterprise,France,Paseo,None,$721.00,$7.00,$68.11,"$49,107.31",$0.00,"$49,107.31","$39,457.51","$9,649.80",11/04/2017,11,November,2017
Government,Germany,Carretera,None,$269.00,$5.00,$26.67,"$7,174.23",$0.00,"$7,174.23","$4,764.75","$2,409.48",06/25/2017,6,June,2017
Enterprise,France,Montana,None,$406.00,$3.00,$28.55,"$11,591.30",$0.00,"$11,591.30","$9,274.25","$2,317.05",12/08/2015,12,December,2015
Government,Mexico,Montana,None,$218.00,$3.00,$32.59,"$7,104.62",$0.00,"$7,104.62","$6,099.88","$1,004.74",05/12/2016,5,May,2016
Small Business,Canada,Paseo,None,$573.00,$5.00,$26.11,"$14,961.03",$0.00,"$14,961.03","$11,903.11","$3,057.92",07/22/2017,7,July,2017
Enterprise,Germany,Carretera,None,$291.00,$3.00,$69.15,"$20,122.65",$0.00,"$20,122.65","$12,794.18","$7,328.47",12/24/2015,12,December,2015
Midmarket,Mexico,Carretera,None,$424.00,$7.00,$99.50,"$42,188.00",$0.00,"$42,188.00","$32,572.23","$9,615.77",06/24/2017,6,June,2017
Enterprise,France,Carretera,None,$188.00,$3.00,$68.69,"$12,913.72",$0.00,"$12,913.72","$9,273.20","$3,640.52",03/17/2016,3,March,2016
Enterprise,Germany,Paseo,None,$146.00,$3.00,$64.60,"$9,431.60",$0.00,"$9,431.60","$6,630.52","$2,801.08",05/25/2015,5,May,2015
Government,Germany,Montana,None,$196.00,$5.00,$46.89,"$9,190.44",$0.00,"$9,190.44","$6,392.50","$2,797.94",03/01/2018,3,March,2018
Enterprise,Mexico,Paseo,None,$231.00,$7.00,$38.13,"$8,808.03",$0.00,"$8,808.03","$7,740.76","$1,067.27",09/27/2016,9,September,2016
Midmarket,Germany,Montana,None,$106.00,$5.00,$92.00,"$9,752.00",$0.00,"$9,752.00","$8,023.48","$1,728.52",02/02/2014,2,February,2014
Government,Canada,Paseo,None,$91.00,$7.00,$97.21,"$8,846.11",$0.00,"$8,846.11","$5,662.88","$3,183.23",06/09/2015,6,June,2015
Government,Canada,Montana,None,$915.00,$5.00,$54.71,"$50,059.65",$0.00,"$50,059.65","$37,184.39","$12,875.26",09/23/2014,9,September,2014
Small Business,Mexico,Carretera,None,$760.00,$3.00,$36.12,"$27,451.20",$0.00,"$27,451.20","$19,091.40","$8,359.80",10/26/2015,10,October,2015
Small Business,France,Carretera,None,$592.00,$7.00,$79.31,"$46,951.52",$0.00,"$46,951.52","$41,945.62","$5,005.90",07/01/2018,7,July,2018
Enterprise,Mexico,Carretera,None,$741.00,$7.00,$21.92,"$16,242.72",$0.00,"$16,242.72","$14,511.39","$1,731.33",05/19/2015,5,May,2015
Small Business,Canada,Paseo,None,$51.00,$3.00,$78.90,"$4,023.90",$0.00,"$4,023.90","$2,800.07","$1,223.83",02/17/2017,2,February,2017
Small Business,USA,Paseo,None,$983.00,$5.00,$83.71,"$82,286.93",$0.00,"$82,286.93","$58,064.45","$24,222.48",02/05/2014,2,February,2014
Small Business,USA,Paseo,None,$337.00,$7.00,$21.24,"$7,157.88",$0.00,"$7,157.88","$5,581.89","$1,575.99",04/15/2014,4,April,2014
Government,Germany,Carretera,None,$187.00,$3.00,$97.92,"$18,311.04",$0.00,"$18,311.04","$13,619.61","$4,691.43",10/20/2015,10,October,2015
Government,Germany,Montana,None,$666.00,$3.00,$98.70,"$65,734.20",$0.00,"$65,734.20","$43,642.92","$22,091.28",12/24/2017,12,December,2017
Government,USA,Carretera,None,$561.00,$7.00,$94.30,"$52,902.30",$0.00,"$52,902.30","$42,222.58","$10,679.72",02/25/2017,2,February,2017
Small Business,Canada,Carretera,None,$953.00,$7.00,$54.64,"$52,071.92",$0.00,"$52,071.92","$36,462.77","$15,609.15",12/12/2015,12,December,2015
Government,Germany,Montana,None,$779.00,$7.00,$32.15,"$25,044.85",$0.00,"$25,044.85","$19,938.58","$5,106.27",08/04/2016,8,August,2016
Small Business,Mexico,Montana,None,$271.00,$3.00,$62.38,"$16,904.98",$0.00,"$16,904.98","$12,088.83","$4,816.15",10/15/2018,10,October,2018
Government,Mexico,Montana,None,$380.00,$5.00,$47.79,"$18,160.20",$0.00,"$18,160.20","$14,710.91","$3,449.29",07/03/2015,7,July,2015
Government,Canada,Montana,None,$666.00,$5.00,$28.54,"$19,007.64",$0.00,"$19,007.64","$15,212.57","$3,795.07",07/14/2017,7,July,2017
Midmarket,Germany,Carretera,None,$453.00,$7.00,$48.13,"$21,802.89",$0.00,"$21,802.89","$16,409.81","$5,393.08",03/04/2018,3,March,2018
Enterprise,Mexico,Paseo,None,$557.00,$3.00,$69.75,"$38,850.75",$0.00,"$38,850.75","$31,524.35","$7,326.40",07/19/2015,7,July,2015
Small Business,Germany,Carretera,None,$965.00,$3.00,$16.38,"$15,806.70",$0.00,"$15,806.70","$11,669.92","$4,136.78",08/06/2018,8,August,2018
Midmarket,Germany,Montana,None,$176.00,$7.00,$40.01,"$7,041.76",$0.00,"$7,041.76","$4,470.40","$2,571.36",05/17/2016,5,May,2016
Government,Mexico,Paseo,None,$314.00,$3.00,$11.60,"$3,642.40",$0.00,"$3,642.40","$2,384.43","$1,257.97",01/18/2017,1,January,2017
Small Business,USA,Paseo,None,$761.00,$3.00,$77.45,"$58,939.45",$0.00,"$58,939.45","$39,713.28","$19,226.17",01/08/2016,1,January,2016
Government,Mexico,Carretera,None,$813.00,$3.00,$67.66,"$55,007.58",$0.00,"$55,007.58","$34,047.97","$20,959.61",12/19/2016,12,December,2016
Enterprise,Canada,Carretera,None,$64.00,$7.00,$15.64,"$1,000.96",$0.00,"$1,000.96",$814.20,$186.76,11/20/2017,11,November,2017
Midmarket,France,Carretera,None,$275.00,$7.00,$96.83,"$26,628.25",$0.00,"$26,628.25","$18,911.84","$7,716.41",04/12/2016,4,April,2016
Enterprise,Mexico,Paseo,None,$914.00,$7.00,$12.04,"$11,004.56",$0.00,"$11,004.56","$6,911.49","$4,093.07",02/17/2015,2,February,2015
Midmarket,Germany,Paseo,None,$154.00,$5.00,$63.10,"$9,717.40",$0.00,"$9,717.40","$8,220.80","$1,496.60",07/19/2015,7,July,2015
Government,Germany,Paseo,None,$794.00,$5.00,$79.87,"$63,416.78",$0.00,"$63,416.78","$51,056.61","$12,360.17",03/01/2018,3,March,2018
Enterprise,Mexico,Montana,None,$542.00,$7.00,$80.91,"$43,853.22",$0.00,"$43,853.22","$32,261.38","$11,591.84",12/11/2015,12,December,2015
Enterprise,France,Montana,None,$368.00,$3.00,$13.09,"$4,817.12",$0.00,"$4,817.12","$3,247.84","$1,569.28",04/10/2015,4,April,2015
Government,Mexico,Carretera,None,$268.00,$3.00,$91.58,"$24,543.44",$0.00,"$24,543.44","$15,843.37","$8,700.07",09/16/2018,9,September,2018
Enterprise,France,Paseo,None,$326.00,$7.00,$92.66,"$30,207.16",$0.00,"$30,207.16","$22,278.15","$7,929.01",02/05/2014,2,February,2014
Small Business,France,Carretera,None,$822.00,$3.00,$60.53,"$49,755.66",$0.00,"$49,755.66","$43,067.19","$6,688.47",12/17/2017,12,December,2017
Midmarket,Canada,Paseo,None,$942.00,$3.00,$53.39,"$50,293.38",$0.00,"$50,293.38","$33,018.54","$17,274.84",08/28/2015,8,August,2015
Midmarket,Germany,Carretera,None,$980.00,$5.00,$14.04,"$13,759.20",$0.00,"$13,759.20","$10,602.81","$3,156.39",01/09/2018,1,January,2018
Midmarket,Germany,Montana,None,$390.00,$3.00,$60.58,"$23,626.20",$0.00,"$23,626.20","$20,992.02","$2,634.18",03/23/2016,3,March,2016
Small Business,France,Paseo,None,$501.00,$3.00,$46.84,"$23,466.84",$0.00,"$23,466.84","$18,565.44","$4,901.40",04/27/2016,4,April,2016
Midmarket,Germany,Montana,None,$418.00,$7.00,$79.55,"$33,251.90",$0.00,"$33,251.90","$24,340.04","$8,911.86",06/08/2015,6,June,2015
Government,USA,Paseo,None,$993.00,$5.00,$46.35,"$46,025.55",$0.00,"$46,025.55","$37,506.77","$8,518.78",01/25/2017,1,January,2017
Enterprise,France,Carretera,None,$897.00,$5.00,$71.52,"$64,153.44",$0.00,"$64,153.44","$54,361.92","$9,791.52",08/10/2018,8,August,2018
Small Business,Germany,Paseo,None,$523.00,$3.00,$19.13,"$10,004.99",$0.00,"$10,004.99","$7,775.43","$2,229.56",02/08/2018,2,February,2018
Midmarket,USA,Montana,None,$239.00,$7.00,$21.97,"$5,250.83",$0.00,"$5,250.83","$4,523.85",$726.98,05/03/2018,5,May,2018
Government,Canada,Paseo,None,$933.00,$5.00,$22.57,"$21,057.81",$0.00,"$21,057.81","$15,885.54","$5,172.27",06/23/2018,6,June,2018
Enterprise,Germany,Carretera,None,$468.00,$5.00,$14.10,"$6,598.80",$0.00,"$6,598.80","$5,602.44",$996.36,08/23/2018,8,August,2018
Enterprise,USA,Paseo,None,$759.00,$3.00,$58.72,"$44,568.48",$0.00,"$44,568.48","$39,470.10","$5,098.38",03/23/2017,3,March,2017
Small Business,Mexico,Montana,None,$914.00,$5.00,$81.46,"$74,454.44",$0.00,"$74,454.44","$55,868.60","$18,585.84",12/12/2018,12,December,2018
Small Business,Mexico,Carretera,None,$838.00,$7.00,$64.94,"$54,419.72",$0.00,"$54,419.72","$42,529.04","$11,890.68",09/24/2017,9,September,2017
Small Business,USA,Montana,None,$897.00,$7.00,$61.75,"$55,389.75",$0.00,"$55,389.75","$43,361.33","$12,028.42",12/04/2017,12,December,2017
Government,France,Paseo,None,$544.00,$5.00,$71.26,"$38,765.44",$0.00,"$38,765.44","$32,347.06","$6,418.38",05/27/2017,5,May,2017
Government,France,Montana,None,$88.00,$7.00,$40.57,"$3,570.16",$0.00,"$3,570.16","$3,023.53",$546.63,08/22/2016,8,August,2016
Small Business,Germany,Paseo,None,$211.00,$7.00,$42.58,"$8,984.38",$0.00,"$8,984.38","$5,464.02","$3,520.36",04/18/2014,4,April,2014
Midmarket,Mexico,Carretera,None,$170.00,$3.00,$38.28,"$6,507.60",$0.00,"$6,507.60","$5,336.28","$1,171.32",12/23/2015,12,December,2015
Enterprise,France,Montana,None,$941.00,$5.00,$74.09,"$69,718.69",$0.00,"$69,718.69","$58,225.19","$11,493.50",09/09/2016,9,September,2016
Enterprise,France,Montana,None,$448.00,$5.00,$24.55,"$10,998.40",$0.00,"$10,998.40","$8,910.12","$2,088.28",08/21/2014,8,August,2014
Government,Mexico,Paseo,None,$311.00,$3.00,$11.17,"$3,473.87",$0.00,"$3,473.87","$2,828.11",$645.76,05/04/2016,5,May,2016
Enterprise,Canada,Montana,None,$777.00,$3.00,$63.66,"$49,463.82",$0.00,"$49,463.82","$30,292.68","$19,171.14",03/02/2017,3,March,2017
